Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Category,Item_Visibility_MeanRatio
FDE08,18.2,Low Fat,0.049396364,Fruits and Vegetables,146.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,3563.3616,26,Food,0.7793652316081866
FDC29,8.39,Regular,0.024243294,Frozen Foods,116.0176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.2464,26,Food,1.0007797095210507
FDV50,14.3,Low Fat,0.122469209,Dairy,121.973,OUT013,1987,High,Tier 3,Supermarket Type1,2709.806,38,Food,0.9970834156954901
FDF11,10.195,Regular,0.017730951,Starchy Foods,239.8538,OUT017,2007,Small,Tier 2,Supermarket Type1,4086.0146,18,Food,1.003023730902205
FDN09,14.15,Low Fat,0.035016754,Snack Foods,245.3828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1705.7796,16,Food,1.0621361762962493
DRG37,16.2,Low Fat,0.019417732,Soft Drinks,153.7972,OUT045,2002,Small,Tier 2,Supermarket Type1,1402.1748,23,Drinks,0.9041818558944287
NCV06,12.857645184135976,Low Fat,0.066358426,Household,195.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,7168.6686,40,Non-Consumable,0.9091553268693439
DRJ13,12.65,Low Fat,0.105265475,Soft Drinks,159.9578,OUT010,1998,Small,Tier 3,Grocery Store,962.7468,27,Drinks,1.5023894435385035
DRF25,12.857645184135976,Low Fat,0.038736754,Soft Drinks,37.319,OUT027,1985,Medium,Tier 3,Supermarket Type3,1281.665,40,Drinks,0.8990154690465842
FDE53,10.895,Low Fat,0.044991876,Frozen Foods,107.228,OUT010,1998,Small,Tier 3,Grocery Store,426.112,27,Food,1.4742840113346907
FDS08,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.337,OUT046,1997,Small,Tier 1,Supermarket Type1,1764.37,28,Food,1.0016800231596028
FDO23,17.85,Low Fat,0.147255604,Breads,93.7436,OUT017,2007,Small,Tier 2,Supermarket Type1,1701.7848,18,Food,1.0421715558101252
FDT07,5.82,Regular,0.077319079,Fruits and Vegetables,255.433,OUT046,1997,Small,Tier 1,Supermarket Type1,4357.661,28,Food,1.0277767963358388
NCX29,10.0,Low Fat,0.089135671,Health and Hygiene,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,3207.8244,21,Non-Consumable,0.8479365885762521
FDG22,17.6,Regular,0.041373331,Snack Foods,38.119,OUT035,2004,Small,Tier 2,Supermarket Type1,732.38,21,Food,0.9996547699466912
DRJ47,12.857645184135976,Low Fat,0.04403602,Hard Drinks,173.308,OUT027,1985,Medium,Tier 3,Supermarket Type3,6751.212,40,Drinks,0.9955559635001036
FDL43,10.1,Low Fat,0.027041859,Meat,77.567,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,38,Food,0.9989435100816417
FDZ43,12.857645184135976,Regular,0.056782237,Fruits and Vegetables,241.2512,OUT027,1985,Medium,Tier 3,Supermarket Type3,8239.9408,40,Food,0.995513901584785
FDZ21,17.6,Regular,0.03922186,Snack Foods,97.241,OUT046,1997,Small,Tier 1,Supermarket Type1,193.082,28,Food,0.9217422453540405
FDJ50,8.645,Low Fat,0.021581922,Canned,53.3982,OUT035,2004,Small,Tier 2,Supermarket Type1,1209.7586,21,Food,0.9986811764761593
FDV35,19.5,Low Fat,0.128206001,Breads,155.9314,OUT046,1997,Small,Tier 1,Supermarket Type1,3878.285,28,Food,0.9986420389231492
FDW56,7.68,Low Fat,0.071301323,Fruits and Vegetables,190.8162,OUT017,2007,Small,Tier 2,Supermarket Type1,2693.8268,18,Food,0.903252128715474
DRL35,15.7,Low Fat,0.030765898,Hard Drinks,43.277,OUT045,2002,Small,Tier 2,Supermarket Type1,649.155,23,Drinks,1.1683754045881214
FDR01,5.405,Regular,0.053730029,Canned,199.0742,OUT045,2002,Small,Tier 2,Supermarket Type1,4777.7808,23,Food,0.9042682249823707
FDS24,20.85,Regular,0.062350672,Baking Goods,86.9514,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.8224,23,Food,1.0009211612810978
NCL17,7.39,Low Fat,0.068163102,Health and Hygiene,140.4812,OUT017,2007,Small,Tier 2,Supermarket Type1,2422.1804,18,Non-Consumable,1.003263401383269
FDS13,6.465,Low Fat,0.0,Canned,263.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,2914.8724,16,Food,0.0
FDB59,18.25,Low Fat,0.015309885,Snack Foods,197.6084,OUT045,2002,Small,Tier 2,Supermarket Type1,2380.9008,23,Food,1.0014644516173647
FDW26,12.857645184135976,Regular,0.106538757,Dairy,222.3772,OUT027,1985,Medium,Tier 3,Supermarket Type3,1556.6404,40,Food,0.8588781791479875
FDQ12,12.857645184135976,Low Fat,0.061999648,Baking Goods,230.001,OUT019,1985,Small,Tier 1,Grocery Store,689.103,40,Food,1.523061343166928
FDX59,10.195,Low Fat,0.051618281,Breads,31.9558,OUT013,1987,High,Tier 3,Supermarket Type1,373.5138,38,Food,0.9990825322029134
FDL36,15.1,Low Fat,0.076505799,Baking Goods,91.583,OUT017,2007,Small,Tier 2,Supermarket Type1,539.298,18,Food,0.8347540841257731
FDQ55,13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,OUT018,2009,Medium,Tier 3,Supermarket Type2,1612.5676,16,Food,1.0038050656815496
FDV46,12.857645184135976,Low Fat,0.022074764,Snack Foods,141.418,OUT019,1985,Small,Tier 1,Grocery Store,559.272,40,Food,1.5537232933871048
FDM28,12.857645184135976,Low Fat,0.079146113,Frozen Foods,181.466,OUT019,1985,Small,Tier 1,Grocery Store,179.766,40,Food,1.4143848580749818
FDT40,5.985,Low Fat,0.096337184,Frozen Foods,125.2678,OUT017,2007,Small,Tier 2,Supermarket Type1,763.0068,18,Food,1.037166272119625
DRJ11,9.5,Low Fat,0.142425145,Hard Drinks,189.9872,OUT010,1998,Small,Tier 3,Grocery Store,756.3488,27,Drinks,2.0633560009584384
FDD51,11.15,Low Fat,0.0,Dairy,44.7744,OUT045,2002,Small,Tier 2,Supermarket Type1,181.0976,23,Food,0.0
NCT17,12.857645184135976,Low Fat,0.041663111,Health and Hygiene,188.6214,OUT027,1985,Medium,Tier 3,Supermarket Type3,6029.4848,40,Non-Consumable,0.9947576271846396
NCW17,18.0,Low Fat,0.019386234,Health and Hygiene,126.8994,OUT046,1997,Small,Tier 1,Supermarket Type1,3083.9856,28,Non-Consumable,1.000239583020805
NCY29,12.857645184135976,Low Fat,0.135226962,Health and Hygiene,56.293,OUT019,1985,Small,Tier 1,Grocery Store,113.186,40,Non-Consumable,1.5995595535171527
DRH36,16.2,Low Fat,0.0,Soft Drinks,73.4696,OUT013,1987,High,Tier 3,Supermarket Type1,2087.9488,38,Drinks,0.0
FDB17,13.15,Low Fat,0.036729122,Frozen Foods,179.7976,OUT049,1999,Medium,Tier 1,Supermarket Type1,2535.3664,26,Food,0.8498347514320856
NCA17,20.6,Low Fat,0.045380404,Health and Hygiene,148.4392,OUT013,1987,High,Tier 3,Supermarket Type1,1789.6704,38,Non-Consumable,1.2455575805795709
FDT27,11.395,Regular,0.069587171,Meat,234.6616,OUT046,1997,Small,Tier 1,Supermarket Type1,4687.232,28,Food,1.000767744753404
FDR32,6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,OUT013,1987,High,Tier 3,Supermarket Type1,3425.541,38,Food,1.2628447035319625
FDG41,8.84,Regular,0.076681143,Frozen Foods,110.7228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.842,26,Food,0.9987841989510954
FDX25,16.7,Low Fat,0.102055777,Canned,184.0292,OUT046,1997,Small,Tier 1,Supermarket Type1,3101.2964,28,Food,1.2498047818691558
FDG56,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,OUT017,2007,Small,Tier 2,Supermarket Type1,1347.5792,18,Food,1.0046694510672785
FDN16,12.6,Regular,0.063054947,Frozen Foods,102.399,OUT017,2007,Small,Tier 2,Supermarket Type1,2270.378,18,Food,1.003968333262931
FDD47,7.6,Regular,0.142383847,Starchy Foods,172.3448,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.672,21,Food,0.8985238402499456
FDR12,12.6,Regular,0.03150851,Baking Goods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,3779.0808,38,Food,0.8872350975715431
FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1505.3738,26,Food,1.033271601827857
NCC55,10.695,Low Fat,0.06375108,Household,36.7848,OUT035,2004,Small,Tier 2,Supermarket Type1,782.9808,21,Non-Consumable,0.9978727981986879
FDA38,12.857645184135976,Low Fat,0.04461205,Dairy,241.1538,OUT019,1985,Small,Tier 1,Grocery Store,480.7076,40,Food,1.4726606316763593
FDK44,16.6,Low Fat,0.122204371,Fruits and Vegetables,173.5738,OUT035,2004,Small,Tier 2,Supermarket Type1,1911.5118,21,Food,1.248935341144543
FDZ57,10.0,Regular,0.037764307,Snack Foods,127.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,642.497,28,Food,0.998261293768686
NCN14,19.1,Low Fat,0.092437711,Others,185.2608,OUT017,2007,Small,Tier 2,Supermarket Type1,1470.0864,18,Non-Consumable,0.812429034751301
NCB06,17.6,Low Fat,0.137807013,Health and Hygiene,161.792,OUT010,1998,Small,Tier 3,Grocery Store,159.792,27,Non-Consumable,1.4750763583442636
DRL01,19.5,Regular,0.077292302,Soft Drinks,235.3958,OUT049,1999,Medium,Tier 1,Supermarket Type1,6309.7866,26,Drinks,0.8320522330726854
FDU10,10.1,Regular,0.045763062,Snack Foods,38.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8416,26,Food,0.998944362614719
NCS38,8.6,Low Fat,0.090558833,Household,112.6176,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752,16,Non-Consumable,1.3360474261048811
FDQ16,19.7,Low Fat,0.041703666,Frozen Foods,109.1912,OUT013,1987,High,Tier 3,Supermarket Type1,1637.868,38,Food,0.9975283134285087
FDS40,15.35,Low Fat,0.014098693,Frozen Foods,37.219,OUT017,2007,Small,Tier 2,Supermarket Type1,805.618,18,Food,0.8352399798789216
FDE36,5.26,Regular,0.042008667,Baking Goods,162.6868,OUT017,2007,Small,Tier 2,Supermarket Type1,3767.0964,18,Food,1.2036284776761164
FDV31,9.8,Low Fat,0.106933748,Fruits and Vegetables,175.337,OUT045,2002,Small,Tier 2,Supermarket Type1,529.311,23,Food,1.12342410832243
NCD42,16.5,Low Fat,0.012663476,Health and Hygiene,39.3506,OUT045,2002,Small,Tier 2,Supermarket Type1,645.1602,23,Non-Consumable,1.250401825709602
FDT20,10.5,Low Fat,0.041387618,Fruits and Vegetables,40.1164,OUT035,2004,Small,Tier 2,Supermarket Type1,849.5608,21,Food,1.0001911645533375
NCN19,13.1,Low Fat,0.012148836,Others,191.353,OUT018,2009,Medium,Tier 3,Supermarket Type2,1328.271,16,Non-Consumable,1.0459862930523969
FDW21,12.857645184135976,Regular,0.005935001,Snack Foods,98.8358,OUT027,1985,Medium,Tier 3,Supermarket Type3,2010.716,40,Food,0.9951987996043218
FDF34,9.3,Regular,0.014047825,Snack Foods,196.5084,OUT045,2002,Small,Tier 2,Supermarket Type1,4364.9848,23,Food,0.8997200668799393
FDI28,14.3,Low Fat,0.026375082,Frozen Foods,79.6302,OUT045,2002,Small,Tier 2,Supermarket Type1,792.302,23,Food,1.0016971957597924
FDG44,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,2804.3496,40,Food,0.0
DRF60,10.8,Low Fat,0.052174319,Soft Drinks,240.3564,OUT045,2002,Small,Tier 2,Supermarket Type1,4290.4152,23,Drinks,1.3319353807232213
FDQ36,12.857645184135976,Regular,0.0,Baking Goods,38.1848,OUT019,1985,Small,Tier 1,Grocery Store,37.2848,40,Food,0.0
FDP34,12.85,Low Fat,0.137786856,Snack Foods,157.763,OUT018,2009,Medium,Tier 3,Supermarket Type2,2659.871,16,Food,1.0554753900764569
FDA20,6.78,Low Fat,0.066608487,Fruits and Vegetables,184.624,OUT035,2004,Small,Tier 2,Supermarket Type1,5406.296,21,Food,0.9989084067090247
FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,930.1226,21,Food,1.197605401751866
DRK47,7.905,Low Fat,0.06406438,Hard Drinks,229.2694,OUT046,1997,Small,Tier 1,Supermarket Type1,1826.9552,28,Drinks,0.9986370300314331
FDY10,17.6,Low Fat,0.049345425,Snack Foods,115.4176,OUT017,2007,Small,Tier 2,Supermarket Type1,1145.176,18,Food,1.0042387212569033
FDI02,15.7,Regular,0.11521312,Canned,112.0202,OUT017,2007,Small,Tier 2,Supermarket Type1,3150.5656,18,Food,1.00326340006442
FDE41,12.857645184135976,Regular,0.0,Frozen Foods,83.7566,OUT019,1985,Small,Tier 1,Grocery Store,253.6698,40,Food,0.0
FDZ52,19.2,Low Fat,0.099991245,Frozen Foods,112.7886,OUT013,1987,High,Tier 3,Supermarket Type1,1779.0176,38,Food,0.9983946533647251
FDG50,7.405,Low Fat,0.015334003,Canned,92.7146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1185.7898,16,Food,0.9144240020160975
DRL01,19.5,Regular,0.129170642,Soft Drinks,233.9958,OUT010,1998,Small,Tier 3,Grocery Store,467.3916,27,Drinks,1.3905229672617645
FDV48,9.195,Regular,0.051908824,Baking Goods,78.1644,OUT017,2007,Small,Tier 2,Supermarket Type1,1414.1592,18,Food,0.9033646693348056
FDR48,11.65,Low Fat,0.131770922,Baking Goods,151.1024,OUT045,2002,Small,Tier 2,Supermarket Type1,1518.024,23,Food,1.2005081201388366
NCD54,21.1,Low Fat,0.028984804,Household,146.1786,OUT013,1987,High,Tier 3,Supermarket Type1,3034.0506,38,Non-Consumable,0.9022159314832948
NCT54,8.695,Low Fat,0.120211747,Household,93.2094,OUT017,2007,Small,Tier 2,Supermarket Type1,666.4658,18,Non-Consumable,1.0035963323951842
FDH02,7.27,Regular,0.02076385,Canned,89.0488,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976,38,Food,1.2455575702199553
NCD43,8.85,Low Fat,0.016006626,Household,105.6964,OUT013,1987,High,Tier 3,Supermarket Type1,210.3928,38,Non-Consumable,0.7365966064799213
FDE46,18.6,Low Fat,0.015766712,Snack Foods,152.9366,OUT035,2004,Small,Tier 2,Supermarket Type1,1662.5026,21,Food,0.8886334842108413
NCO42,12.857645184135976,Low Fat,0.024536199,Household,144.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3791.0652,40,Non-Consumable,0.9937858578012764
FDR40,9.1,Regular,0.008046878,Frozen Foods,78.7618,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.809,26,Food,1.0029320659330334
FDG24,7.975,Low Fat,0.014653896,Baking Goods,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.025,26,Food,1.00062301242533
NCO17,10.0,Low Fat,0.073794811,Health and Hygiene,121.444,OUT017,2007,Small,Tier 2,Supermarket Type1,2516.724,18,Non-Consumable,1.0417742616403363
FDF22,6.865,Low Fat,0.056830682,Snack Foods,214.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,5556.7668,28,Food,0.9210131697468485
FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688,21,Food,1.0476242724768476
NCY18,7.285,Low Fat,0.052141447,Household,174.9054,OUT010,1998,Small,Tier 3,Grocery Store,525.3162,27,Non-Consumable,1.5560143915831102
DRE48,8.43,Low Fat,0.017360867,Soft Drinks,196.2768,OUT045,2002,Small,Tier 2,Supermarket Type1,1576.6144,23,Drinks,1.1689863535065785
FDV60,20.2,Regular,0.196438668,Baking Goods,194.611,OUT010,1998,Small,Tier 3,Grocery Store,392.822,27,Food,1.5969722791514116
FDB56,8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,OUT049,1999,Medium,Tier 1,Supermarket Type1,5257.1568,26,Food,1.1671897842539525
FDL20,12.857645184135976,Low Fat,0.127792701,Fruits and Vegetables,111.1886,OUT027,1985,Medium,Tier 3,Supermarket Type3,4447.544,40,Food,1.0260476407761014
NCZ53,12.857645184135976,Low Fat,0.024358634,Health and Hygiene,190.4214,OUT027,1985,Medium,Tier 3,Supermarket Type3,5652.642,40,Non-Consumable,0.876984100581921
DRM35,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,OUT035,2004,Small,Tier 2,Supermarket Type1,3033.3848,21,Drinks,0.9991482704714043
FDV16,7.75,Regular,0.082930699,Frozen Foods,35.2558,OUT046,1997,Small,Tier 1,Supermarket Type1,780.9834,28,Food,0.9019300146832149
FDY19,19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8466,OUT013,1987,High,Tier 3,Supermarket Type1,2474.7786,38,Food,0.9974661102839221
FDY12,9.8,Regular,0.235354055,Baking Goods,50.8008,OUT010,1998,Small,Tier 3,Grocery Store,101.2016,27,Food,1.7868966221196068
FDM15,11.8,Regular,0.057746382,Meat,152.4366,OUT017,2007,Small,Tier 2,Supermarket Type1,3929.5516,18,Food,1.0048103340259216
FDP12,9.8,Regular,0.045337184,Baking Goods,36.8874,OUT049,1999,Medium,Tier 1,Supermarket Type1,564.5984,26,Food,0.9997451748383749
FDT21,7.42,Low Fat,0.020374875,Snack Foods,248.0092,OUT013,1987,High,Tier 3,Supermarket Type1,1245.046,38,Food,1.1399044744399367
DRE49,20.75,Low Fat,0.035568147,Soft Drinks,151.8024,OUT010,1998,Small,Tier 3,Grocery Store,151.8024,27,Drinks,1.9598770477827034
FDN16,12.6,Regular,0.062797771,Frozen Foods,103.999,OUT049,1999,Medium,Tier 1,Supermarket Type1,825.592,26,Food,0.999873546535488
FDE04,19.75,Regular,0.018096488,Frozen Foods,179.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,2696.49,16,Food,0.901804429810414
FDC51,10.895,Regular,0.009613854,Dairy,122.973,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73,38,Food,0.9975282836869918
FDO04,16.6,Low Fat,0.026645307,Frozen Foods,53.5614,OUT018,2009,Medium,Tier 3,Supermarket Type2,939.4438,16,Food,1.3391080077924686
FDD41,6.765,Regular,0.087753682,Frozen Foods,105.3306,OUT017,2007,Small,Tier 2,Supermarket Type1,2090.612,18,Food,1.0050593250745739
FDI45,13.1,Low Fat,0.037657459,Fruits and Vegetables,175.8054,OUT045,2002,Small,Tier 2,Supermarket Type1,2801.6864,23,Food,1.0002716230726454
NCB18,12.857645184135976,Low Fat,0.041091215,Household,89.5514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.9532,40,Non-Consumable,0.8590085705016274
FDW51,6.155,Regular,0.095195306,Meat,213.956,OUT017,2007,Small,Tier 2,Supermarket Type1,2343.616,18,Food,0.9032521289344029
NCK07,10.65,Low Fat,0.048686689,Others,164.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786,28,Non-Consumable,0.9978175057723829
FDZ45,12.857645184135976,Low Fat,0.117091213,Snack Foods,197.9084,OUT019,1985,Small,Tier 1,Grocery Store,992.042,40,Food,1.4136095717894117
FDB37,20.25,Regular,0.022940826,Baking Goods,241.8538,OUT046,1997,Small,Tier 1,Supermarket Type1,5768.4912,28,Food,1.0008625606381332
FDZ60,20.5,Low Fat,0.119339241,Baking Goods,106.0596,OUT035,2004,Small,Tier 2,Supermarket Type1,970.7364,21,Food,0.8691789483292597
FDN04,11.8,Regular,0.014075334,Frozen Foods,176.8344,OUT013,1987,High,Tier 3,Supermarket Type1,3568.688,38,Food,1.164515101981209
FDW47,15.0,Low Fat,0.046336634,Breads,120.0414,OUT013,1987,High,Tier 3,Supermarket Type1,3533.4006,38,Food,0.807145649622251
FDB17,13.15,Low Fat,0.036641589,Frozen Foods,180.7976,OUT013,1987,High,Tier 3,Supermarket Type1,6157.3184,38,Food,0.8478094216325576
FDR56,15.5,Regular,0.101176316,Fruits and Vegetables,198.9768,OUT018,2009,Medium,Tier 3,Supermarket Type2,4729.8432,16,Food,1.0024590717038626
FDU55,12.857645184135976,Low Fat,0.035737373,Fruits and Vegetables,260.6278,OUT027,1985,Medium,Tier 3,Supermarket Type3,9371.8008,40,Food,0.9944579105446069
FDH40,11.6,Regular,0.079376029,Frozen Foods,81.7276,OUT017,2007,Small,Tier 2,Supermarket Type1,1949.4624,18,Food,0.9035749852227801
FDH05,14.35,Regular,0.091054989,Frozen Foods,231.8984,OUT049,1999,Medium,Tier 1,Supermarket Type1,4633.968,26,Food,1.0011167951850866
FDX58,13.15,Low Fat,0.043852434,Snack Foods,182.695,OUT045,2002,Small,Tier 2,Supermarket Type1,4211.185,23,Food,0.9238293010207509
FDC51,10.895,Regular,0.009620042,Dairy,121.673,OUT035,2004,Small,Tier 2,Supermarket Type1,1970.768,21,Food,0.9981703472152559
NCR05,10.1,Low Fat,0.054939848,Health and Hygiene,199.5084,OUT017,2007,Small,Tier 2,Supermarket Type1,3372.9428,18,Non-Consumable,1.0048103212913537
DRH25,18.7,Low Fat,0.014675574,Soft Drinks,50.8324,OUT017,2007,Small,Tier 2,Supermarket Type1,934.7832,18,Drinks,1.0630983150122155
NCR53,12.15,Low Fat,0.14526636,Health and Hygiene,224.0404,OUT049,1999,Medium,Tier 1,Supermarket Type1,3375.606,26,Non-Consumable,0.9448175222024116
FDS04,10.195,Regular,0.146662938,Frozen Foods,138.6838,OUT046,1997,Small,Tier 1,Supermarket Type1,2388.2246,28,Food,1.0478323219111156
FDC03,8.575,Regular,0.071786706,Dairy,193.3794,OUT013,1987,High,Tier 3,Supermarket Type1,780.3176,38,Food,0.9976240338504545
FDP44,16.5,Regular,0.133424184,Fruits and Vegetables,102.2332,OUT010,1998,Small,Tier 3,Grocery Store,102.5332,27,Food,1.5042291363462805
FDK16,9.065,Low Fat,0.115799592,Frozen Foods,95.3094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1713.7692,16,Food,1.0040258265415531
NCC30,16.6,Low Fat,0.027579198,Household,178.7344,OUT046,1997,Small,Tier 1,Supermarket Type1,1605.9096,28,Non-Consumable,0.8811615455261261
FDZ26,11.6,Regular,0.241055611,Dairy,238.5222,OUT010,1998,Small,Tier 3,Grocery Store,717.0666,27,Food,1.5428075586600798
NCO54,19.5,Low Fat,0.014332439,Household,57.1614,OUT018,2009,Medium,Tier 3,Supermarket Type2,1381.535,16,Non-Consumable,0.9171182709509886
NCP41,16.6,Low Fat,0.027133398,Health and Hygiene,106.2596,OUT010,1998,Small,Tier 3,Grocery Store,215.7192,27,Non-Consumable,1.2334735246903836
DRE27,11.85,Low Fat,0.132876847,Dairy,98.0726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1076.5986,26,Drinks,0.9000910029312313
FDQ10,12.85,Low Fat,0.03315162,Snack Foods,170.6422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174,38,Food,0.9021641130533943
NCU42,9.0,Low Fat,0.019536981,Household,170.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.185,26,Non-Consumable,1.00017429817298
FDX43,5.655,Low Fat,0.085258864,Fruits and Vegetables,165.85,OUT035,2004,Small,Tier 2,Supermarket Type1,1830.95,21,Food,0.8973132319955304
NCD19,8.93,Low Fat,0.013179388,Household,55.1614,OUT046,1997,Small,Tier 1,Supermarket Type1,939.4438,28,Non-Consumable,1.6306778651678582
NCI54,15.2,Low Fat,0.033592687,Household,108.1912,OUT035,2004,Small,Tier 2,Supermarket Type1,1856.2504,21,Non-Consumable,0.9544946119930322
FDS37,7.655,Low Fat,0.05346916,Canned,114.1492,OUT010,1998,Small,Tier 3,Grocery Store,115.8492,27,Food,1.5029557845217951
FDO25,12.857645184135976,Low Fat,0.126831854,Canned,209.027,OUT027,1985,Medium,Tier 3,Supermarket Type3,4613.994,40,Food,0.8946050878656275
FDS57,15.5,Low Fat,0.103603094,Snack Foods,143.547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1431.47,26,Food,1.0391786700887964
FDI52,18.7,Low Fat,0.104840884,Frozen Foods,122.1072,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288,26,Food,0.9995071608775629
DRK12,9.5,Low Fat,0.042056944,Soft Drinks,31.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,366.19,16,Drinks,1.146292840931804
FDG40,13.65,Low Fat,0.040049609,Frozen Foods,34.4558,OUT017,2007,Small,Tier 2,Supermarket Type1,611.2044,18,Food,0.860526681526779
